content,score,Sentimen
"Akun bukalapak saya dibajak orang jahat , bagaimana bisa ? Uang saya simpan di dana bisa kesedot 450ribu transaksi dibukalapak padahal saya tidak ada belanja atau transaksi apapun dibukalapak , kembalikan uang saya !",1,Negatif
"mantaaappppp, mksh banyak bukalapak... Kl ada seribu bintang pasti saya kasih seribu bintang buat BUKALAPAK, bnr² fast Respon kl ada kendala apa², semoga BUKALAPAK makin suksess diatas olshop yg lain....",5,Positif
"Mohon ma'af saya sangat kecewa dengan aplikasi bukalapak,tadi saya kasih bintang lima sekarang satu aja sudah bagus,dikarenakan pembayaran angsuran homecredits isteri saya via bukalapak jadi kena denda oleh pihak homecredits seharusnya hari itu juga dikembalikan kenapa sudah jatuh tempo baru di kembalikan dananya ,seharusnya ada permintaan ma'af dan juga dana keterlambatan ini begitu saja,dan keluhan saya mohon jadi perhatian pihak bukalapak,mungkin saya tidak akan mengunakan lagi aplikasinya.",1,Negatif
Saldo dana saya ke sedot di app dana ket riwayar transaksi pembayaran bukalpak 900.000 dan 95.000 gila sih padahal punga akun bukalapak aja engga tapi uang ilang gara2 app ini di perkuat dong keamannya biar gak mudah di bobol heker buat ambil dana di app lain juga,1,Negatif
"Limit Bukalapak Pay Leter Tak Bisa Digunakan, Padahal Tagihan Sudah Lunas!!!! Aplikasi Sampah!!!! CS Bukalapak PayLeter juga tak bisa memberikan solusi!!!! Limit tidak bisa dipakai belanja di Aplikasi Bukalapak, di Shopee Gak Bisa!!!! Apalagi di marketplace lainnya!!!!",5,Positif
Yang bikin bukalapak ga relevan adalah fitur pembatalannya hanya ada di pihak penjual jika sudah di proses dan pembeli tidak bisa mengajukan pembatalan sendiri🙄🙄,1,Negatif
Sya suka krn bisa mudah utk jualan produk udh nyaman belanja di Bukalapak. Makin nyaman transaksi di sini,5,Positif
"CS tidak becus menangani masalah, yang di komplain yang mana, yang di korek korek yang mana, screenshot di abaikan dan tulisan keluhan pelapak tidak di pelajari.pelapak yang laporan yang di untungkan pembeli.setingan kurir sudah di nonaktifkan tapi masih saja buyer bisa menggunakan jasa kurir yang di nonaktifkan, perlahan tapi pasti untuk hijrah ke e-commerce lain yang tidak ampuradul aplikasi nya.byee...",1,Negatif
"Teruntuk Bukalapak saya mohon untuk meningkatkan limit pay nanti dan untuk bisa di gunakan pembelian pulsa dan voucher game seperti mobile legend, pubg,freefire dll agar bisa lebih ke terdepan utk jasa ini ( Bukalapak ada terus ada untuk kami ) berkah jaya abadi",5,Positif
Udah lama gak di buka.pas di buka tetep aja gak asik.belajar ama yg sebelah no cara bayar pke vocer gak ribet.cod lg..,1,Negatif
"Awal belanja online saya gunakan bukalapak, tapi perjalanan waktu muncul pesaing yang memberikan inovasi, kemudahan dan layanan yang terus berkembang, namun bukalapak telat antisipasi & mengimbangi menurut saya.",4,Positif
"mudah utk berbelanja. cepat dan nyaman. semoga bukalapak makin mempermudah dalam berbelanja, memberikan solusi bila ada komplain dan garansi jaminan pengembalian barang2 yang tidak sesuai",5,Positif
"Belanja aneka kebutuhan jadi praktis dan efisien. Termasuk sparepart otomotif, tidak perlu inden, 4-5 hr sudah kita terima. 👍👍🔝..",5,Positif
"Gak niat bikin platform, bukabantuan gak ada solusi sama sekali, gak ada live chat Bukabantuan, hanya template yg muncul",2,Negatif
"Mantep pokok nya saya sering jual beli di aplikasi Bukalapak,,sudah cukup lama dan aplikasi nya mudah di gunakan dan pengiriman pun cepat di dukung expedisi yg mumpuni dan barang pun sesuai, kedepannya semoga Bukalapak maju dan bisa bersaing dengan e comerce lainnya seperti tahun2 lalu,,👍",5,Positif
"Jelek banget pelayanan nya , sebagai penjual sering kendala barang hilang dari etalase , padahal barang sudah banyak terjual , sangay merugikan",1,Negatif
"Semakin bagus dan beragam pilihan barang, juga pilihan pembayaranNya dan banyak Bonusnya, saya sudah merasakanNya....sering dapet bonus dan pengiriman gratis serta aman, terimakasih Bukalapak Semoga makin sukses sekalu Aamiin",5,Positif
"Aplikasi yang sangat pelit dengan voucher,voucher grtis ongkir aja gk pernah dapet,aplikasi sebelah sampe banyak bgt voucher,",2,Negatif
"Dalam transaksi banyak kendala2 yg di hadapi, buatlah no telpon Cs Bukalapak yg mudah di hubungi, seperti no WA, telpon ,yg semudah mungkin.",5,Positif
"mau bayar tapi gak bisa terus. sudah install ulang aplikasi, masih gak bisa",1,Negatif
Harus lebih banyak inovasi dan promo2 diskom dan voucher. Saingan semakin banyak harusnya bukalapak lebih berani lagi dalam memberi promo2.,5,Positif
"Makin kesini semakin tidak menarik BL sekarang voucher gak jelas, lebih bagus aplikasi biru (lzd) banyak voucher potongan harga dan gratis ongkir setiap Minggu.",2,Negatif
"Tolong fitur gratis ongkirnya diadakan lagi, di marketplace lain fitur gratis ongkir selalu Ada kenapa cuman bukalapak yang gak ada jadi malas sekarang belanja disini lagi",1,Negatif
"Sangat membantu, cepet prosesnya dalam pembelian dan mudah dalam melakukan transaksi lainnya, pertahankan.",5,Positif
Bukalapak jelek skrg pengiriman lama terus klo pembelian di BL beda di market place lain nya apalagi kalo jual barang potongan nya 4.5 persen buat penjual biasa sangat memberatkan. Not recommended,1,Negatif
"Aplikasi sampah, sering banget ke bobol ewallet dana. Ditambah buat nyari bantuan atau live chat susah banget. Apus aja ini aplikasi, rugiin manusia aja.",1,Negatif
Aplikasi kaya babi.. Login susah banget mau rubah data susah..otp gak di kirim2 emang apk asu.,1,Negatif
Bukalapak emang top banget pokonya. Dari dulu berlangganan disini gak pernah nyesel.dan sangat membantu sekali. Semoga makin sukses aja yah.keren emang. Pokonya terbaik pisan bukalapak,5,Positif
Sangat membantu segala kebutuhan.. cuman kalo beli pulsa suka lama yampe ya.. tolong di oercepat lagi admin,5,Positif
"Min, tanya donk kenapa buat login ke BUKALAPAK via sms ko ga dapat sms otp nya ya udh dicoba lebih dari 4x ga ada sms masuk. Mohon dibantu donk min..",4,Positif
"Aplikasi sampah,gw beli pake cicilan tapi nggak dikonversi cicilan dan biaya bunganya aja 1jt diambil tapi nggak dibikin cicilan...nyari no tlp yg bisa dihubungi kaga ada.bikin laporan dibuka bantuan nggak disediain tolls nya. Chat sama customer service isinya AI yg nggak ngasih solusi...nyesel nih aplikasi gw doain cepet bangkrut dah biar nggak ada lagi yg dizolimin kaya gini.",1,Negatif
"hati"" di Bukalapak setiap uang yg masuk tidak dapat ditarik,mungkin mereka sudah tidak mampu bersaing,jadi mengumpulkan uang sebanyak"" nya untuk biaya pesangon 🤣 saya selleryg udah lama saldo di pelapak tidak bisa di cairkan",1,Negatif
"G jelas saya g pesan Apah"" saldo dana sya ke potong pembayaran bukalapak sungguh tidak jelas. Saldo dana tiba"" terpotong pembayaran buka lapak punya plikasi ny juga engga.",1,Negatif
"Saya sedikit kecewa tiba 2x uang di dana saya kesedot oleh bukalapak ,saya proses dan download bukalapak bukan membantu malah aku saya dinonaktifkan , saya butuh sekali bantuan nya untuk kembalikan uang saya kenapa harus dinonaktifkan akun saya ...!!!!",1,Negatif
"pusat bantuan buka lapak,tidak bisa di hubunggi ,tidak bisa tersambung ke cs bantuan,yang ada hanya balasan sistem robot,cs sedang sibuk,giliran uda masuk cs,di chat tidak ada solusi,balas nya lama,hasil nya suruh tunggu tim terkait,sampai sebulan juga tidak ada hasil,👎",1,Negatif
Saldo di akun dana saya hilang tersedot oleh pihak bukalapak.tanpa ad konfirmasi pin/otp dll.tolong tanggung jawab nya dari pihak Bukalapak untuk mengembalikan saldo saya sebesar 2juta.atau tidak saya sudah mendapatkan surat pengantar dari pihak dana untuk proses di pihak kepolisian.terimakasih,1,Negatif
"Ganti nomor hp, putuskan akun pembayaran. Ribet amat dah, step2nya bikin pusing berbelit-belit.",1,Negatif
Pelayan live chat ny sangat sangat tidak sopan kita belum selesai komplain malah langsung di akhiri pembicaraan dan tidak memberikan solusi sama sekali kalo tidak bisa lebih baik dri e-commerce lain setidaknya ada etika terhadap konsumen,1,Negatif
"Kenapa ya bukan bantuan tidak bisa dihubungi, tolong buka bantuan wajib digunakan lagi agar nasabah Bukalapak tidak pusing menghubngi cs buka bantuan.",2,Negatif
"Barang sudah 10 hari belum saya terima sampai hari ini, sangat amat kecewa sekali tidak ada fitur otomatis refund",1,Negatif
"Keamanan nya kurang, masa di buka lapak saya banyak transaksi padahal saya gk pernah pake bukalapak, udah gitu respon nya kurang. Aplikasi ini gampang di bobol orang",1,Negatif
"Sudah normal kembali Alhamdulillah. Harga pulsanya murah, penggunaan aplikasinya mudah, bisa bayar pake pembayaran dari aplikasi lain. Tolong dipercepat loading aplikasinya dgn membuang element² yg gak penting, sehingga membuat aplikasi bukalapak jadi makin gesit🙏🏻",4,Positif
Tidak ada customer service. Jika ada kendala hanya ada jawaban2 template. Daftar menjadi pelapak lama dan ditolak tanpa keterangan apa2. Bentar lagi bangkrut paling nih perusahaan,1,Negatif
Tidak ada gratis ongkir seperti platform lain Entah kenapa para seller sekarang lebih banyak yg pindah ke toko ijo & oranye,1,Negatif
Percuma punya akun BL . Tapi limit tidak bisa di gunakan. Selalu di tolak.. Mnding uninstal aja lah .,1,Negatif
Kecewa saya ga pernah pakai buka lapak tp dana saya selalu ditarik katanya saya punya cicilan yg hrs di bayar padahal saya ga pernah ngutang terus bisa2 nya saya ga pernah nyantumin dana saya buat penarikan dana malah tiap ngisi dana pasti di sedot bukalapak katanya saya dah mendaftarkan kan otomatis padahal saya ga pernah daptar sekarang saya dirugikan,2,Negatif
"Penanganan klaim mengecewakan, pesan barang tidak pernah sampai, halaman komplain tidak bisa di akses, pesanan lain nya barang dikirim cuma separoh, kapok belanja di Bukalapak",1,Negatif
Edit lagi ratingnya masa paylaternya lewat 2 hari denda 42.000 tambah admin 20.000....jadi 62.000.. Mending hapus sekarang aplikasinya padahal saya pemakai aplikasi Bukalapak sudah sekian lama.,1,Negatif
Saya sangat kecewa gara gara bukalapak saldo dana saya hilang atau berkurang sendiri dan di situ ada notif transaksi pembayaran di bukalapak pada hal saya tidak melakukan pembelian apa pun di Bukalapak bahkan akun Bukalapak pun gak punya,1,Negatif
Mantapppp.... Tingkatkan layanannya dan perbanyak Flashdeal dan juga Harga Diskon,4,Positif
Sudah ada potongan Tagihan Listrik nih aku suka. Sama potongan pulsa lagi dong Gan sama ongkir ny juga ongkir gk usah gratis gpp yg penting ada pengurangan.,4,Positif
"Aplikasi yang sangat tidak pantas untuk di download. Hati"" bagi kalian yang mendownload aplikasi ini. Terjadi dengan saya pada tanggal 17 reb 2024 uang saya di DANA di sedot 800 ribu untuk tagihan tp saya tidak tau tagihan apa dan saya tidak melakukan transaksk apa pun itu . Dan setelah saya komplain ke pihak buka lapak, akun saya malah di blokir sepihak oleh buka lapak karna saya telah melakukan komplain . Sangat tidak punya hati",1,Negatif
"belanja di bukalapak g nyesel,pesanan sesuai dan harga terjakau,prodaknya bagus2 dan promonya memuaskan",5,Positif
"Maaf ,, bisa bantu saya ga Bukalapak?? Saya dapet wa dri orang TDK d kenal. Ehhh,, pas d buka tiba2 ada kode verifikasi masuk dri buka lapak. Padahal saya download juga ngga,. Nah pas malem tepatnya abis isya,, saya dapat notifikasi dri Bukalapak .... Saya punya tagihan. Lohhh , kan aneh bngt itu",4,Positif
Aplikasi bukalapak sangat membantu sekali dengan segala kemudahan nya dengan menggunakan paylater nya is the best pokok nya thanks bukalapak,5,Positif
Saya tidak pernah melakukan pembelian apapun diaplikasi bukalapak tapi saldo dana saya terpotong udah 2 kali . Dan aplikasi ini jelek tentang ingin mengunakan live chat,1,Negatif
"""Aplikasi nya sangat bermanfaat, fiturnya lengkap dan yang lebih menarik lagi harganya terjangkau""",5,Positif
"Kenapa form untuk membatalkan pesanan/orderan selalu error, tidak bisa? Status pesanan sy dikirim sejak Tgl. 06/02/2024 dan estimasi sampainya 14/02/2024 tp sampai detik ini tgl 16/02/2024. Pesanan/barang yg sy order tersebut belum juga sampai2. Bukalapak semakin hari semakin buruk pelayanannya. Sya merasa sangat dirugikan dgn Bukalapak.",1,Negatif
Aplikasinya pas buat gw.. simple dan mudah digunakan. Banyak tenant pedagangnya pulak,5,Positif
"Sampai saat ini semua berjalan lancar dan aman-aman saja ,(sayang belum ada kolom diskusi secara umum)",5,Positif
Saya sangat kecewa dengan buka lapak bisa bisa nya melakukan pembayaran di akun saya secara otomatis Tolong lah buka lapak di proses untuk refund saldo dana saya,1,Negatif
"Belanja pakai limit paylater gak pernah bisa slalu dibatalkan otomatis, mantep",5,Positif
"Udah jelas di sistem batas pengiriman tgl sekian,udah lewat batas pengiriman harusnya uang kembali,malah ngasih kesempatan buat seller suruh ngirim barang.... 750rb mungkin kecil di beberapa mata orang,tapi besar bagi saya Saran jangan pake apk ini lagi dah,moto doang di gedein,aslinya ngeselin pembeli",1,Negatif
Cari barang lebih mudah. Tolong di percepat proses lapaknya. Supaya barang cepat di kirim.,5,Positif
"Aplikasi buruk dan tidak berkualitas. Beli pulsa aja nungguin 1 jam lebih. Itu aja belum masuk2. Gimana mau aplikasi nya laku. Minta chat cs aja, lama banget, pokoknya udah gak rekomendasi lagi nih bukalapak",1,Negatif
Daftar auper seller selalu gagal ....syarat sudah sesuai .tapi gagal terus ..bagamaina cara kak..saya minta tolong🙏🙏🙏😥😥,5,Positif
Aplikasi marketplace yg ongkir nya gak ngotak dan pengirimina nya bisa 1 abad..,1,Negatif
Refund sy udh 3 hari dana gak kembali. Kecewa sy download aplikasi ini. Yg sy beli it 3 jt. Bgmn solusiny 😭😭😭,1,Negatif
"Buka lapak tidak aman, akun sudah log out tapi kenapa ada transaksi otomatis tanpa konfirmasi, bahaya bisa menyedot uang di aplikasi keuangan yang terhubung",1,Negatif
konfirmasi otomatis bikin rugi padahal barang blm di terima samapi sekarang dan akhirnya hilang ntah kemana pesanan bukalapak susah di konfirmasi cs nya semakin buruk aplikasi ini,1,Negatif
"Saya ingin melakukan pelunasan paylater di bukalapak, tapi tidak bisa diproses sampai saat ini.. mohon penanganan pihak bukalapak, karena sampai saat ini saya hubungi CS nya tidak bisa.. masa orang mau melunasi saja tidak diperbolehkan, kan jadi aneh? maksudnya supaya apa coba?",1,Negatif
"BUKALAPAK TIDAK ADA TANGGUNG JAWABNYA SAMA SEKALI, HANYA MRNGETUK KEUNTUNGAN TANPA ADA TIMBAL BALIK ATAU FASILITAS KEPADA PEMBELI. Kiriman sudah lewat dari estimasi tapi pihak Bukalapak tidak ada fasilitas seperti sebelah warna ijo atau orange. Kalau disana batal otomatis jika lewat dari estimasi dan dana otomatis masuk ke dompet pembeli. Bersaing dong dengan sebelah, jangan cuma penyedia layanan tanpa ada fasilitas buat pembeli.",1,Negatif
Pengiriman instan sameday gratis ongkir. Cepat sampainya.,5,Positif
Aplikasi terbaik yang pernah ada🥰 (tapi tolong dong min buka lagi di kolom pencarian tentang game favorit saya hinggs domino semoga di baca terimakasih 🙏)😍,5,Positif
Kenapa pin untuk pencairan selalu ga mau masuk. Padahal beberapa kali di reset ?,5,Positif
"Saya kesal dengan aplikasi bukalapak, saya mau daftar dan memasukkan nomor telepon saya, tapi gak bisa dengan alasan sudah terdaftar di akun yang lain, padahal saya baru bikin akunnya",1,Negatif
Bagiku bukalapak ini merupakan jembatan yang sangat baik dalam setiap kebutuhan di era modern ini sehingga semuanya menjadi lebih mudah.,5,Positif
Terima kasih Bukalapak Paylater. Tambah lebih baik lagi dan memuaskan belanja di Bukalapak. Semoga limit Paylater saya di naikkan ya.,5,Positif
"Sangat membantu sya .dlm perbaikan mbl ...bisa secepat diterima barangnya...pokoknya respon penjual keren abis...mksh buat tokonya,,,semoga tambah sukses👍👍👍👍",5,Positif
Maaf aku kasih bintang satu...karena bukalapak apk nya jadul promo gitu²aja pencarian produk kurang lengkap.. kalah dengan apk sebelah disemua lini bukalapak kalah telak good bay bukalapak.....🙏😊,1,Negatif
"Bagus tapi mulai sepi penjualan diBukalapak, lebih rame di Tokopedia. Tetap semangat Team BL, moga bisa berjaya lagi",5,Positif
Adakah cs bukalapak yang bisa di telpon?! Saya kecewa dengan pelayanan pembayaran paylater! Tidak pernah telat tapi status pembayaran dipending sedangkan uang setoran sudah masuk! Saya kasih bintang 1 sampai bisa membabtu!,1,Negatif
"Hati"" buat pengguna akun bukalapak yg mencantumkan akun dana gopay dan yg lain nya , banyak yg telah di rugikan di bukalapak dengan mencantumkan akun dana dan gopay dan yg lain nya telah banyak di rugikan materi berupa uang dan bukalapak ga bertanggung jawab ,mending buru"" pda uinstal deh akun bukalapaknya login keluar buruk akun bukalapak ini ga perlu kasih bintang atau nilai buat bukalapak konsumen di rugikan cuma cukup sabar menunggu kabar apa""an coba ,kasih bintang 1 agar bisa masuk komenan",1,Negatif
"mau bikin password kok susah min. mau komplain cs juga susah min. Apa gk ada wa cs buka lapak? biar lebih gampang, bs komunikasi langsung..",1,Negatif
