content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
"Makin parah... katanya aplikasi buatan anak bangsa tp potongan pajak bagi seller serasa zaman kompeni.. sdgkn shoppe aja yg notabene dari negara komunis justru blm ada potongan pajak bagi seller. Transaksi terakhir bernilai 1,6jt dan terkena potongan pajak hampir 100rb. Pdhl penjualan 1 item dan hanya barang rumah tangga...iya x klo jualan mobil yg untung nya besar. Dan jk terjadi masalah dlm transaksi jg ribetnya minta ampun sampe sebulan baru bs selesai. Asli kecewa sm Bukalapak",1,0,makin parah katanya aplikasi buatan anak bangsa tp potongan pajak bagi seller serasa zaman kompeni sdgkn shoppe aja yg notabene dari negara komunis justru blm ada potongan pajak bagi seller transaksi terakhir bernilai jt dan terkena potongan pajak hampir rb pdhl penjualan  item dan hanya barang rumah tanggaiya x klo jualan mobil yg untung nya besar dan jk terjadi masalah dlm transaksi jg ribetnya minta ampun sampe sebulan baru bs selesai asli kecewa sm bukalapak,parah aplikasi buatan anak bangsa potongan pajak seller serasa zaman kompeni sdgkn shoppe notabene negara komunis blm potongan pajak seller transaksi bernilai jt terkena potongan pajak rb pdhl penjualan item barang rumah tanggaiya klo jualan mobil untung jk dlm transaksi ribetnya ampun sampe sebulan selesai asli kecewa bukalapak,"['parah', 'aplikasi', 'buatan', 'anak', 'bangsa', 'potongan', 'pajak', 'seller', 'serasa', 'zaman', 'kompeni', 'sdgkn', 'shoppe', 'notabene', 'negara', 'komunis', 'blm', 'potongan', 'pajak', 'seller', 'transaksi', 'bernilai', 'jt', 'terkena', 'potongan', 'pajak', 'rb', 'pdhl', 'penjualan', 'item', 'barang', 'rumah', 'tanggaiya', 'klo', 'jualan', 'mobil', 'untung', 'jk', 'dlm', 'transaksi', 'ribetnya', 'ampun', 'sampe', 'sebulan', 'selesai', 'asli', 'kecewa', 'bukalapak']",parah aplikasi buat anak bangsa potong pajak seller serasa zaman kompeni sdgkn shoppe notabene negara komunis blm potong pajak seller transaksi nila jt kena potong pajak rb pdhl jual item barang rumah tanggaiya klo jual mobil untung jk dlm transaksi ribetnya ampun sampe bulan selesai asli kecewa bukalapak
"Sepi seller, ongkir nya paling mahal di antara E-commerce lain. Fitur search barang kurang dapat sih. Selebihnya oke",4,1,sepi seller ongkir nya paling mahal di antara ecommerce lain fitur search barang kurang dapat sih selebihnya oke,sepi seller ongkir mahal ecommerce fitur search barang selebihnya oke,"['sepi', 'seller', 'ongkir', 'mahal', 'ecommerce', 'fitur', 'search', 'barang', 'selebihnya', 'oke']",sepi seller ongkir mahal ecommerce fitur search barang lebih oke
"Puas menggunakan BL, saran saja.. Tolong no yg bs di hubungi bt pengaduan, jika kt dlm masalah. No tsb tulis di halaman utama, biar ga bingung carinya, sbb skrg banyak sekali modus penipuan. Mohon di perhatikan itu, Penting sekali..!",5,1,puas menggunakan bl saran saja tolong no yg bs di hubungi bt pengaduan jika kt dlm masalah no tsb tulis di halaman utama biar ga bingung carinya sbb skrg banyak sekali modus penipuan mohon di perhatikan itu penting sekali,puas bl saran tolong no hubungi bt pengaduan kt dlm no tsb tulis halaman utama biar bingung carinya sbb skrg modus penipuan mohon perhatikan,"['puas', 'bl', 'saran', 'tolong', 'no', 'hubungi', 'bt', 'pengaduan', 'kt', 'dlm', 'no', 'tsb', 'tulis', 'halaman', 'utama', 'biar', 'bingung', 'carinya', 'sbb', 'skrg', 'modus', 'penipuan', 'mohon', 'perhatikan']",puas bl saran tolong no hubung bt adu kt dlm no tsb tulis halaman utama biar bingung cari sbb skrg modus tipu mohon perhati
"semoga lebih sukses, jauh berkembang dan semakin maju, bisa jadi aplikasi yg super duper aman tdk mudah di hack",5,1,semoga lebih sukses jauh berkembang dan semakin maju bisa jadi aplikasi yg super duper aman tdk mudah di hack,semoga sukses berkembang maju aplikasi super duper aman mudah hack,"['semoga', 'sukses', 'berkembang', 'maju', 'aplikasi', 'super', 'duper', 'aman', 'mudah', 'hack']",moga sukses kembang maju aplikasi super duper aman mudah hack
"Ttp setia, promo nya diperbanyak, gratis ongkirnya diperbanyak dan syarat""nya di longgarkan",5,1,ttp setia promo nya diperbanyak gratis ongkirnya diperbanyak dan syaratnya di longgarkan,ttp setia promo diperbanyak gratis ongkirnya diperbanyak syaratnya longgarkan,"['ttp', 'setia', 'promo', 'diperbanyak', 'gratis', 'ongkirnya', 'diperbanyak', 'syaratnya', 'longgarkan']",ttp setia promo banyak gratis ongkirnya banyak syarat longgar
"Selamat pagi kk.. Saya mau komplain,kenapa saldo dana saya di ambil kak. Padahal saya tidak ada tagihan sama sekali kk. Sebagai bukalapak yang bijak dan amanah tolong kembalikan uang saya yang telah di curi dari pihak bukalapak....tolong kembalikan .saya butuh uang. Dari kebijakan bukalapak mana tanggung jawab kalian. Masak kalian diam saja tanpa melakukan apapun. Tolong kembalikan uang saya.",1,0,selamat pagi kk saya mau komplainkenapa saldo dana saya di ambil kak padahal saya tidak ada tagihan sama sekali kk sebagai bukalapak yang bijak dan amanah tolong kembalikan uang saya yang telah di curi dari pihak bukalapaktolong kembalikan saya butuh uang dari kebijakan bukalapak mana tanggung jawab kalian masak kalian diam saja tanpa melakukan apapun tolong kembalikan uang saya,selamat pagi kk komplainkenapa saldo dana ambil kak tagihan kk bukalapak bijak amanah tolong kembalikan uang curi bukalapaktolong kembalikan butuh uang kebijakan bukalapak tanggung masak diam apapun tolong kembalikan uang,"['selamat', 'pagi', 'kk', 'komplainkenapa', 'saldo', 'dana', 'ambil', 'kak', 'tagihan', 'kk', 'bukalapak', 'bijak', 'amanah', 'tolong', 'kembalikan', 'uang', 'curi', 'bukalapaktolong', 'kembalikan', 'butuh', 'uang', 'kebijakan', 'bukalapak', 'tanggung', 'masak', 'diam', 'apapun', 'tolong', 'kembalikan', 'uang']",selamat pagi kk komplainkenapa saldo dana ambil kak tagih kk bukalapak bijak amanah tolong kembali uang curi bukalapaktolong kembali butuh uang bijak bukalapak tanggung masak diam apa tolong kembali uang
Top markotop pokoknya segala macam ada dan mudah tuk di gunakan terimakasih,5,1,top markotop pokoknya segala macam ada dan mudah tuk di gunakan terimakasih,top markotop pokoknya mudah tuk terimakasih,"['top', 'markotop', 'pokoknya', 'mudah', 'tuk', 'terimakasih']",top markotop pokok mudah tuk terimakasih
Parah.... Bisa2nya kurir pngiriman kasih nomor resi yg salah. Proses refund terlalu lama. Justru saya rugi di ongkir. Pesan apa datangnya apa....kont*l bukalapak,1,0,parah bisanya kurir pngiriman kasih nomor resi yg salah proses refund terlalu lama justru saya rugi di ongkir pesan apa datangnya apakontl bukalapak,parah bisanya kurir pngiriman kasih nomor resi salah proses refund rugi ongkir pesan datangnya apakontl bukalapak,"['parah', 'bisanya', 'kurir', 'pngiriman', 'kasih', 'nomor', 'resi', 'salah', 'proses', 'refund', 'rugi', 'ongkir', 'pesan', 'datangnya', 'apakontl', 'bukalapak']",parah bisa kurir pngiriman kasih nomor resi salah proses refund rugi ongkir pesan datang apakontl bukalapak
"Gak banget deh buat urusan akun di bukalapak mau hapus akun butuh meterai 10000 padahal mau hapus akun karena pernah punya beberapa akun, ribet banget mana harus ke email dulu skip dah pokoknya",1,0,gak banget deh buat urusan akun di bukalapak mau hapus akun butuh meterai  padahal mau hapus akun karena pernah punya beberapa akun ribet banget mana harus ke email dulu skip dah pokoknya,banget deh urusan akun bukalapak hapus akun butuh meterai hapus akun akun ribet banget email skip dah pokoknya,"['banget', 'deh', 'urusan', 'akun', 'bukalapak', 'hapus', 'akun', 'butuh', 'meterai', 'hapus', 'akun', 'akun', 'ribet', 'banget', 'email', 'skip', 'dah', 'pokoknya']",banget deh urus akun bukalapak hapus akun butuh meterai hapus akun akun ribet banget email skip dah pokok
"Gua kaga ada belanja d apk ini saldo dana gua kosong tiba"" ada transaksi pembayaran d bukalapak .. bagaimana kebijakan nya sedangkan saya tidak ada blanja d sini",1,0,gua kaga ada belanja d apk ini saldo dana gua kosong tiba ada transaksi pembayaran d bukalapak  bagaimana kebijakan nya sedangkan saya tidak ada blanja d sini,gua kaga belanja d apk saldo dana gua kosong transaksi pembayaran d bukalapak kebijakan blanja d,"['gua', 'kaga', 'belanja', 'd', 'apk', 'saldo', 'dana', 'gua', 'kosong', 'transaksi', 'pembayaran', 'd', 'bukalapak', 'kebijakan', 'blanja', 'd']",gua kaga belanja d apk saldo dana gua kosong transaksi bayar d bukalapak bijak blanja d
"Kurangi jadi 1, paylater dibekukan, padahal ga pernah telat, transaksi di Bukalapak juga sudah lama..tidak sedikit, tanpa penjelasan paylater dibekukan 👎 pindah ke sebelah saja..",1,0,kurangi jadi  paylater dibekukan padahal ga pernah telat transaksi di bukalapak juga sudah lamatidak sedikit tanpa penjelasan paylater dibekukan  pindah ke sebelah saja,kurangi paylater dibekukan telat transaksi bukalapak lamatidak penjelasan paylater dibekukan pindah sebelah,"['kurangi', 'paylater', 'dibekukan', 'telat', 'transaksi', 'bukalapak', 'lamatidak', 'penjelasan', 'paylater', 'dibekukan', 'pindah', 'sebelah']",kurang paylater beku telat transaksi bukalapak lamatidak jelas paylater beku pindah belah
"Paylater nya menjebak,harganya di up 4% terus bunga nya edan,waktu transaksi ga tertera nilai pelayanan (bunga)nya pas bayar baru nampak bunga nya 40% yang mencekik trus pas mau dibayar ada biaya lagi pelayanan 2% .jadi total bunga(biaya layanan) 46% gila kaya rampokadi hati2 menggunakan paylater di buka lapak,saya saja langsung uninstal",1,0,paylater nya menjebakharganya di up  terus bunga nya edanwaktu transaksi ga tertera nilai pelayanan bunganya pas bayar baru nampak bunga nya  yang mencekik trus pas mau dibayar ada biaya lagi pelayanan  jadi total bungabiaya layanan  gila kaya rampokadi hati menggunakan paylater di buka lapaksaya saja langsung uninstal,paylater menjebakharganya up bunga edanwaktu transaksi tertera nilai pelayanan bunganya pas bayar nampak bunga mencekik trus pas dibayar biaya pelayanan total bungabiaya layanan gila kaya rampokadi hati paylater buka lapaksaya langsung uninstal,"['paylater', 'menjebakharganya', 'up', 'bunga', 'edanwaktu', 'transaksi', 'tertera', 'nilai', 'pelayanan', 'bunganya', 'pas', 'bayar', 'nampak', 'bunga', 'mencekik', 'trus', 'pas', 'dibayar', 'biaya', 'pelayanan', 'total', 'bungabiaya', 'layanan', 'gila', 'kaya', 'rampokadi', 'hati', 'paylater', 'buka', 'lapaksaya', 'langsung', 'uninstal']",paylater menjebakharganya up bunga edanwaktu transaksi tera nilai layan bunga pas bayar nampak bunga cekik trus pas bayar biaya layan total bungabiaya layan gila kaya rampokadi hati paylater buka lapaksaya langsung uninstal
"Popup iklannya ngeselin,, lama lama pergi ke toko lain",1,0,popup iklannya ngeselin lama lama pergi ke toko lain,popup iklannya ngeselin pergi toko,"['popup', 'iklannya', 'ngeselin', 'pergi', 'toko']",popup iklan ngeselin pergi toko
"Ini aplikasi pencuri atau gimana, saya lama gak gunakan aplikasi ini, tiba tiba saldo DANA saya di potong oleh Aplikasi ini, tagihan katanya, saya gak pernah gunakan aplikasi ini utk belanja atau transaksi gak pernah sama sekali, tapi dengan mudah curi uang saya di DANA,sampai saat ini saldo DAna sya yg di tarik oleh bukalapak belum di kembalikan",1,0,ini aplikasi pencuri atau gimana saya lama gak gunakan aplikasi ini tiba tiba saldo dana saya di potong oleh aplikasi ini tagihan katanya saya gak pernah gunakan aplikasi ini utk belanja atau transaksi gak pernah sama sekali tapi dengan mudah curi uang saya di danasampai saat ini saldo dana sya yg di tarik oleh bukalapak belum di kembalikan,aplikasi pencuri gimana aplikasi saldo dana potong aplikasi tagihan aplikasi belanja transaksi mudah curi uang danasampai saldo dana sya tarik bukalapak kembalikan,"['aplikasi', 'pencuri', 'gimana', 'aplikasi', 'saldo', 'dana', 'potong', 'aplikasi', 'tagihan', 'aplikasi', 'belanja', 'transaksi', 'mudah', 'curi', 'uang', 'danasampai', 'saldo', 'dana', 'sya', 'tarik', 'bukalapak', 'kembalikan']",aplikasi curi gimana aplikasi saldo dana potong aplikasi tagih aplikasi belanja transaksi mudah curi uang danasampai saldo dana sya tarik bukalapak kembali
Tolong diperbaiki seller untuk jualan nya. Masa kita mau cari produk sendiri sama upload barang jualan...jadi hilang semua data dan barang etalase kita??? Sedih...bukalapak...oh bukalapak,2,0,tolong diperbaiki seller untuk jualan nya masa kita mau cari produk sendiri sama upload barang jualanjadi hilang semua data dan barang etalase kita sedihbukalapakoh bukalapak,tolong diperbaiki seller jualan cari produk upload barang jualanjadi hilang data barang etalase sedihbukalapakoh bukalapak,"['tolong', 'diperbaiki', 'seller', 'jualan', 'cari', 'produk', 'upload', 'barang', 'jualanjadi', 'hilang', 'data', 'barang', 'etalase', 'sedihbukalapakoh', 'bukalapak']",tolong baik seller jual cari produk upload barang jualanjadi hilang data barang etalase sedihbukalapakoh bukalapak
"Ortu kena penipuan dan kehilangan uang 3,5 jt sama salah satu pengguna akun Bukalapak. Cs nya ditanyain malah ngilang, padahal masalah blom kelar.. 🤦 Aku sih pengguna setia toko oren",1,0,ortu kena penipuan dan kehilangan uang  jt sama salah satu pengguna akun bukalapak cs nya ditanyain malah ngilang padahal masalah blom kelar  aku sih pengguna setia toko oren,ortu kena penipuan kehilangan uang jt salah pengguna akun bukalapak cs ditanyain ngilang kelar pengguna setia toko oren,"['ortu', 'kena', 'penipuan', 'kehilangan', 'uang', 'jt', 'salah', 'pengguna', 'akun', 'bukalapak', 'cs', 'ditanyain', 'ngilang', 'kelar', 'pengguna', 'setia', 'toko', 'oren']",ortu kena tipu hilang uang jt salah guna akun bukalapak cs ditanyain ngilang kelar guna setia toko oren
"trimakasih respon pelapak cepat pengiriman juga cepat, sukses slalu tim",5,1,trimakasih respon pelapak cepat pengiriman juga cepat sukses slalu tim,trimakasih respon pelapak cepat pengiriman cepat sukses slalu tim,"['trimakasih', 'respon', 'pelapak', 'cepat', 'pengiriman', 'cepat', 'sukses', 'slalu', 'tim']",trimakasih respon lapak cepat kirim cepat sukses slalu tim
Barang nya bagus2 . Cuma tolong di gratis ongkir pengiriman nya banyakin . Agar bisa bersaing dengan banyak e-commerce,5,1,barang nya bagus  cuma tolong di gratis ongkir pengiriman nya banyakin  agar bisa bersaing dengan banyak ecommerce,barang bagus tolong gratis ongkir pengiriman banyakin bersaing ecommerce,"['barang', 'bagus', 'tolong', 'gratis', 'ongkir', 'pengiriman', 'banyakin', 'bersaing', 'ecommerce']",barang bagus tolong gratis ongkir kirim banyakin saing ecommerce
"Sudah jarang lg diskon,voucher, promo yg seperti dulu, sekarang sedikit bgt, mana diskon kecil tapi susah digunakan karena banyak syarat ini itu seperti tidak niat kasih voucher. Dulu sering belanja disini tapi sekarang karena ada yg lebih enak ya pindah. Heheee... Mudah-mudahan bisa kembali seperti dulu lagi.",4,1,sudah jarang lg diskonvoucher promo yg seperti dulu sekarang sedikit bgt mana diskon kecil tapi susah digunakan karena banyak syarat ini itu seperti tidak niat kasih voucher dulu sering belanja disini tapi sekarang karena ada yg lebih enak ya pindah heheee mudahmudahan bisa kembali seperti dulu lagi,jarang diskonvoucher promo bgt diskon susah syarat niat kasih voucher belanja enak pindah heheee mudahmudahan,"['jarang', 'diskonvoucher', 'promo', 'bgt', 'diskon', 'susah', 'syarat', 'niat', 'kasih', 'voucher', 'belanja', 'enak', 'pindah', 'heheee', 'mudahmudahan']",jarang diskonvoucher promo bgt diskon susah syarat niat kasih voucher belanja enak pindah heheee mudahmudahan
"Tentang retur barang sudh di ikuti via bukasend, malah sudah kirim ke agen kurir dgn resi yg valid.. tp masih sulit melacak paket ke pelapak...masuk ke bukabantuan malah mentok di cs robot, delay lama... uang retur belum juga kembali :(",1,0,tentang retur barang sudh di ikuti via bukasend malah sudah kirim ke agen kurir dgn resi yg valid tp masih sulit melacak paket ke pelapakmasuk ke bukabantuan malah mentok di cs robot delay lama uang retur belum juga kembali ,retur barang sudh ikuti via bukasend kirim agen kurir dgn resi valid sulit melacak paket pelapakmasuk bukabantuan mentok cs robot delay uang retur,"['retur', 'barang', 'sudh', 'ikuti', 'via', 'bukasend', 'kirim', 'agen', 'kurir', 'dgn', 'resi', 'valid', 'sulit', 'melacak', 'paket', 'pelapakmasuk', 'bukabantuan', 'mentok', 'cs', 'robot', 'delay', 'uang', 'retur']",retur barang sudh ikut via bukasend kirim agen kurir dgn resi valid sulit lacak paket pelapakmasuk bukabantuan mentok cs robot delay uang retur
"Sgt mmbantu, tp sayang ongkirnya terlalu mahal Masih 1 daerah , bisa 20 rb an Lo luar daerah 2 x lipat , bisa lebih Kalo barang ok , gk mngecewakan Saya sudah lngganan blnja d bukalapak 🙏🙏🙏🙏🙏👍👍👍👍 n dah berkali-kali transaksi tp gk bisa pake paylater nya",5,1,sgt mmbantu tp sayang ongkirnya terlalu mahal masih  daerah  bisa  rb an lo luar daerah  x lipat  bisa lebih kalo barang ok  gk mngecewakan saya sudah lngganan blnja d bukalapak  n dah berkalikali transaksi tp gk bisa pake paylater nya,sgt mmbantu sayang ongkirnya mahal daerah rb an lo daerah lipat kalo barang ok mngecewakan lngganan blnja d bukalapak n dah berkalikali transaksi paylater,"['sgt', 'mmbantu', 'sayang', 'ongkirnya', 'mahal', 'daerah', 'rb', 'an', 'lo', 'daerah', 'lipat', 'kalo', 'barang', 'ok', 'mngecewakan', 'lngganan', 'blnja', 'd', 'bukalapak', 'n', 'dah', 'berkalikali', 'transaksi', 'paylater']",sgt mmbantu sayang ongkirnya mahal daerah rb an lo daerah lipat kalo barang ok mngecewakan lngganan blnja d bukalapak n dah berkalikali transaksi paylater
"kalau ingin bertahan perbaiki pelayanan dan fitur gan. kebanyakan trap banner pop up iklan dll mengganggu membuang waktu. layanan customer care ngga ada gunanya, komplain pembelian, saya dan seller ribut sendiri di kolom diskusi tp adminnya diem saja. pencarian barang terbatas ngga tahu sellernya dikit atau keyword browsingnya kurang canggih. kalau udah checkout (padahal blm dibayar) ngga bisa batal, mau checkout ulang dengan barng yg sesuai dengan pembayaran yg sama harus nunggu batal otomatis",2,0,kalau ingin bertahan perbaiki pelayanan dan fitur gan kebanyakan trap banner pop up iklan dll mengganggu membuang waktu layanan customer care ngga ada gunanya komplain pembelian saya dan seller ribut sendiri di kolom diskusi tp adminnya diem saja pencarian barang terbatas ngga tahu sellernya dikit atau keyword browsingnya kurang canggih kalau udah checkout padahal blm dibayar ngga bisa batal mau checkout ulang dengan barng yg sesuai dengan pembayaran yg sama harus nunggu batal otomatis,bertahan perbaiki pelayanan fitur gan kebanyakan trap banner pop up iklan mengganggu membuang layanan customer care ngga gunanya komplain pembelian seller ribut kolom diskusi adminnya diem pencarian barang terbatas ngga sellernya dikit keyword browsingnya canggih udah checkout blm dibayar ngga batal checkout ulang barng sesuai pembayaran nunggu batal otomatis,"['bertahan', 'perbaiki', 'pelayanan', 'fitur', 'gan', 'kebanyakan', 'trap', 'banner', 'pop', 'up', 'iklan', 'mengganggu', 'membuang', 'layanan', 'customer', 'care', 'ngga', 'gunanya', 'komplain', 'pembelian', 'seller', 'ribut', 'kolom', 'diskusi', 'adminnya', 'diem', 'pencarian', 'barang', 'terbatas', 'ngga', 'sellernya', 'dikit', 'keyword', 'browsingnya', 'canggih', 'udah', 'checkout', 'blm', 'dibayar', 'ngga', 'batal', 'checkout', 'ulang', 'barng', 'sesuai', 'pembayaran', 'nunggu', 'batal', 'otomatis']",tahan baik layan fitur gan banyak trap banner pop up iklan ganggu buang layan customer care ngga guna komplain beli seller ribut kolom diskusi adminnya diem cari barang batas ngga sellernya dikit keyword browsingnya canggih udah checkout blm bayar ngga batal checkout ulang barng sesuai bayar nunggu batal otomatis
